title;for;dex;con;int;sag;cha;ref;vig;vol;init;pv;ca;xp;vd;sorts;resistances;corps a corps;distance;attaques speciales;dons;competences;modificateurs raciaux;sens;langues;environnement;tresor;organisation sociale;bba;bmo;dmd;text;misc;
"Thoqqua";"13";"13";"15";"6";"12";"10";"+4";"+5";"+2";"+1";"22 (3d10+6)";"15, contact 11, pris au depourvu 14 (dex +1, naturelle +4)";"600";"9 m (6 c), creusement 6 m (4 c)";"";;"coup, +4 (1d6+1 plus combustion)";;"combustion (1d6, dd 13)";"aisance, talent (perception)";"acrobaties +7, discretion +7, perception +10, survie +7";;"perception des vibrations 18 m (12 c), vision dans le noir 18 m (12 c) ; perception +10";"igne (incapable de parler)";"terre ferme (plan du feu)";"aucun";"solitaire ou couple";"+3";"+4";"15 (croc-en-jambe impossible)";"* Source : Bestiaire 2, p.267
* Extérieur (élémentaire, extraplanaire, Feu, Terre) de taille M, N";"* corps en fusion : le corps d'un thoqqua est suffisamment chaud pour faire fondre la pierre. les creatures qui frappent un thoqqua a l'aide d'une arme naturelle ou d'une attaque a mains nues subissent 1d6 points de degats de feu. les creatures qui agrippent un thoqqua ou qui sont agrippees par un thoqqua subissent 3d6 points de degats de feu par round tant que l'etreinte persiste. les creatures qui frappent un thoqqua a l'aide d'une arme manufacturee peuvent tenter un jet de reflexes contre un dd de 13 afin d'eloigner l'arme assez rapidement du corps de la creature pour eviter que l'objet ne subisse 1d6 points de degats de feu (les degats infliges a une arme de cette maniere ne sont pas divises par deux comme c'est normalement le cas pour les degats infliges a des objets ; de plus, ils ignorent les 5 premiers points de solidite que l'arme possede). la plupart des armes en metal peuvent donc frapper un thoqqa sans risquer d'etre vraiment endommagees, mais les armes en bois ont de grandes chances de bruler lorsqu'elles sont utilisees contre une de ces creatures. le dd du jet de sauvegarde depend de la constitution
* capacites defensives : corps en fusion ; immunites feu, traits des elementaires
* faiblesses : vulnerabilite au froid";
"Thrasfyr";"30";"13";"31";"5";"24";"20";"+14";"+21";"+15";"+5";"279 (18d10+180) ; regeneration 15 (acide ou froid)";"32, contact 9, pris au depourvu 31 (dex +1, naturelle +23, taille -2)";"102 400";"15 m (10 c), escalade 15 m (10 c)";"";"electricite 30";"2 morsures, +26 (2d6+10) et 4 griffes, +26 (1d8+10) et cornes, +26 (2d6+10)";;"chaines enchevetrantes, charge puissante (cornes, 4d8+24), souffle (cone de 24 m (16 c), 20d8 feu, reflexes dd 29, 1/2 degats, utilisable tous les 1d4 rounds)";"attaque en puissance, critique ralentissant, don pour les critiques, frappe decisive, frappe decisive superieure, reflexes surhumains, science de la frappe decisive, science de l'initiative, volonte de fer";"escalade +18, perception +28";;"detection de l'invisibilite, vision dans le noir 36 m (24 c), vision nocturne ; perception +28";"aklo, sylvestre";"tous";"double";"solitaire";"+18";"+30";"41 (49 contre croc-en-jambe)";"* Source : Bestiaire 2, p.268
* Créature magique (Feu) de taille TG, CM
* Constant - détection de l'invisibilité, marche dans les airs
* 1/jour - téléportation suprême (personnel et 25 kg d'objets uniquement, et seulement pour rejoindre son maître)";"* chaines enchevetrantes : un thrasfyr peut controler les six chaines qui pendent sur son corps comme s'il s'agissait de ses propres membres. par une action simple, il peut projeter ces chaines vers l'exterieur dans un rayon de 9 metres (6 c). toutes les creatures situees dans cette zone subissent 10d6 points de degats de type tranchant et sont enchevetrees (un jet de reflexes reussi contre un dd de 20 permet de diviser les degats par deux et d'annuler l'enchevetrement). une creature enchevetree peut echapper a ses entraves en y consacrant une action complexe et en reussissant un jet de reflexes de dd 20 ou un test d'evasion de dd 30. les chaines peuvent egalement etre detruites (solidite 10, 20 pv, dd pour detruire 28). le thrasfyr cree ces chaines a partir de son propre corps : les chaines detruites repoussent en 24 heures. le dd du jet de sauvegarde depend de la dexterite
* lien avec le maitre : un thrasfyr peut tisser un lien avec une creature volontaire en la touchant. cela lui permet de communiquer par telepathie avec cette creature, sans limite de portee (pour autant que le thrasfyr et son maitre se trouvent sur le meme plan). le thrasfyr et le maitre peuvent sentir l'etat dans lequel l'autre se trouve comme s'ils beneficiaient tous les deux d'un sort de rapport. un thrasfyr ne peut se lier qu'a un seul maitre a la fois
* allonge : 4,50 m (3 c)
* acclimatation planaire : un thrasfyr est toujours considere comme se trouvant sur son plan d'origine, quel que soit le plan ou il se trouve. il ne gagne jamais le sous-type « extraplanaire »
* faiblesses : vulnerable au froid
* particularites : acclimatation planaire, lien avec le maitre
* immunites : feu, son
* espace : 4,50 m (3 c)
* rm : 28
* rd : 15/fer froid et tranchant
* pouvoirs magiques : (nls 18 ; concentration +23)";
"Thulgant";"26";"34";"29";"24";"27";"25";"+30";"+25";"+18";"+12";"290 (20d10+180) ; guerison acceleree 10";"33, contact 21, pris au depourvu 21 (parade +4, dex +12, naturelle +8, taille -1)";"153.600";"12 m (8 cases), escalade 12 m (8 cases)";"* Constant - déplacement, liberté de mouvement, manteau du Chaos (DD 25), vision lucide, vol
* À volonté - dissipation suprême, porte dimensionnelle, télékinésie (DD 22)
* 3/jour - parole du Chaos (DD 24), pétrification (DD 23), porte dimensionnelle à incantation rapide
* 1/jour - animation suspendue (DD 25), guérison suprême en incantation rapide";"electricite 10, feu 10";"3 dards, +27 (1d6+8/19-20 plus diminution permanente de caracteristiques) et 5 tentacules, +22 (1d6+4 plus 2d6 acide)";;"apparence horrible (dd 27), dards brutaux";"attaques reflexes, critique ralentissant, don pour les critiques, expertise du combat, frappe decisive, frappe decisive superieure, pouvoir magique rapide (porte dimensionnelle), reflexes surhumains, science de la frappe decisive, science du critique (dard)";"acrobaties +35 (+39 pour sauter), art de la magie +27, bluff +30, connaissances (histoire) +30, connaissances (mysteres) +27, connaissances (plans) +30, discretion +31, escalade +36, intimidation +27, perception +31, psychologie +31, utilisation d'objets magiques +30, vol +33";;"vision dans le noir 18 m (12 cases), vision lucide ; perception +31";"abyssal ; telepathie 30 m";"tous (abysses)";"double";"solitaire, couple ou patrouille (3-4)";"+20";"+29";"51 (67 contre croc-en-jambe)";"* Source : Bestiaire 2 p.236
* Extérieur (Chaos, Mal, extraplanaire, qlippoth) de taille G, CM";"* diminution permanente de caracteristiques : les dards d'un thulgant infligent des diminutions permanentes qui touchent des caracteristiques differentes. pour l'un des dards, il s'agit de 1d4 points de force ; pour le second, 1d4 points de dexterite ; et, pour le troisieme, de 1d4 points de constitution. un jet de vigueur de dd 29 permet d'annuler la diminution permanente d'un dard. le dd du jet de sauvegarde depend de la constitution
* allonge : 3 m (2 cases)
* chasseur de demons : un thulgant gagne un bonus racial de +10 aux tests de nls pour percer la resistance a la magie des demons. de plus, contre les demons, ses attaques naturelles fonctionnent comme des armes en fer froid et d'alignement bon
* capacites defensives : esquive totale
* immunites : acide, effets mentaux, froid, poison
* pouvoirs magiques : (nls 18), concentration +25
* rm : 25 contre les sorts et les creatures de la loi
* rd : 15/fer froid et loi
* apparence horrible : les creatures qui succombent a l'apparence horrible d'un thulgant sont etourdies pendant 1d4 rounds et subissent un affaiblissement temporaire de 1d6 points de sagesse
* espace : 3 m (2 cases)
* particularites : chasseur de demons
* dards brutaux : si, au cours d'un round, les trois dards d'un thulgant touchent la meme cible, le qlippoth dechire le corps de son ennemi. celui-ci subit 3d6+12 points de degats supplementaires et lui inflige une diminution permanente additionnelle de 2 points dans chacune des six caracteristiques. un jet de vigueur reussi contre un dd de 29 permet d'annuler la diminution permanente (un seul jet pour les six caracteristiques). le dd du jet de sauvegarde depend de la constitution";
"Tieffelin";"13";"17";"14";"12";"12";"6";"+5";"+2";"+1";"+3";"10 (1d8+2)";"16, contact 13, pris au depourvu 13 (armure +3, dex +3)";"200";"9 m (6 c)";"* 1/jour-ténèbres";"electricite 5, feu 5, froid 5";"epee courte +3 (1d6+1/19-20)";"arbalete legere +3 (1d8/19-20)";"attaque sournoise +1d6";"attaque en finesse";"acrobaties +6, bluff +4, discretion +8, escamotage +6, evasion +6, intimidation +2, perception +5, psychologie +5, sabotage +6";"bluff +2, discretion +2";"vision dans le noir (12 cases) ; perception +5";"abyssal, commun, infernal";"terre ferme";"equipement de pnj (armure de cuir cloutee, epee courte, arbalete legere avec 20 carreaux)";"solitaire, couple ou bande (3-5)";"+0";"+1";"14";"* Source : Bestiaire p.272
* Tieffelin, roublard 1
* Extérieur (natif) de taille M, NM";"* pouvoirs magiques : (nls 1)
* particularites : magie des fielons, recherche des pieges
* magie des fielons : toutes les aptitudes de classe d'ensorceleurs dont disposent les tieffelins de lignage abyssal ou infernal fonctionnent comme s'ils avaient un charisme superieur de 2 points a leur valeur reelle";
"Tigre-garou (forme humaine)";"13";"16";"12";"10";"16";"8";"+7";"+2";"+4";"+7";"29 (4d8+8)";"16, contact 13, pris au depourvu 13 (armure +3, dex +3)";"1.200";"9 m";"";;"epee courte de maitre, +5 (1d6+1/19-20)";"dague de maitre ,+7 (1d4+1/19-20)";"attaque sournoise +2d6";"attaque en puissance, science de l'initiative, talent (discretion)";"acrobaties +9, discretion +12, dressage +3, escalade +7, intimidation +6, natation +7, perception +10, psychologie +10, survie +7";;"odorat, vision nocturne ; perception +10";"commun";"plaines ou marais";"equipement de pnj (armure de cuir cloutee, epee courte de maitre, 2 dagues de maitres, autres tresors)";"solitaire ou couple";"+3";"+4";"17";"* Source : Bestiaire 2, P.192
* Humain, tigre-garou naturel, roublard 4
* Humanoïde (humain, métamorphe) de taille M, NM";"* capacites defensives : esquive instinctive, esquive totale, sens des pieges +1
* particularites : changement de forme changement de forme (humain, hybride et tigre ; metamorphose), empathie lycanthropique (tigre et tigre sanguinaire, recherche des pieges +2, talents de roublard (attaque sanglante +2, discret et rapide)";
"Tigre sanguinaire (smilodon)";"27";"15";"17";"2";"12";"10";"+11";"+12";"+5";"+6";"105 (14d8+42)";"17, contact 11, pris au depourvu 15 (dex +2, naturelle +6, taille -1)";"4.800";"12 m (8 c)";"";;"2 griffes +18 (2d4+8 et etreinte), morsure +18 (2d6+8/19-20 et etreinte)";;"bond, pattes arriere (2 griffes +18, 2d4+8)";"arme de predilection (morsure, griffe), course, science de l'initiative, science du critique (morsure), talent (discretion), talent (perception)";"acrobaties +6, discretion +15 (+23 dans les hautes herbes), natation +13, perception +12";"acrobaties +4, discretion +4 (+8 dans les hautes herbes)";"odorat, vision nocturne ; perception +12";;"n'importe quelle foret, plaine ou marais";"aucun";"solitaire ou couple";"+10";"+19 (+23 pour la lutte)";"31 (35 contre le croc-en-jambe)";"* Source : Bestiaire p.273
* Animal de taille G, N";"* espace : 3 m (2 c)
* allonge : 1,5 m (1 c)";
"Tigre";"23";"15";"17";"2";"12";"6";"+7";"+8";"+3";"+6";"45 (6d8+18)";"14, contact 11, pris au depourvu 12 (dex +2, naturelle +3, taille -1)";"1.200";"12 m (8 c)";"";;"2 griffes +10 (1d8+6 et etreinte), morsure +9 (2d6+6 et etreinte)";;"bond, pattes arriere (2 griffes +10, 1d8+6)";"arme de predilection (griffe), science de l'initiative, talent (perception)";"acrobaties +10, discretion +7 (+11 dans les hautes herbes), natation +11, perception +8";"acrobaties +4, discretion +4 (+8 dans les hautes herbes)";"odorat, vision nocturne ; perception +8";;"n'importe quelle foret";"aucun";"solitaire ou couple";"+4";"+11 (+15 pour la lutte)";"23 (27 contre le croc-en-jambe)";"* Source : Bestiaire p.273
* Animal de taille G, N";"* espace : 3 m (2 c)
* allonge : 1,5 m (1 c)";
"Tique géante";"11";"10";"15";"-";"11";"2";"+0";"+5";"+0";"+0";"13 (2d8+4)";"16, contact 11, pris au depourvu 16 (naturelle +5, taille +1)";"400";"6 m (4 c), escalade 6 m (4 c)";"";;"morsure, +2 (1d4 plus etreinte, fixation et maladie)";;"absorption de sang (1 constitution)";;"discretion +8, escalade +8";"+4 en discretion";"odorat, vision dans le noir 18 m (12 c) ; perception +0";;"forets temperees";"aucun";"solitaire, couple, groupe (3-6) ou nid (7-12)";"+1";"+0 (+8 lutte)";"10 (22 contre croc-en-jambe)";"* Source : Bestiaire 2, p.269
* Vermine de taille P, N";"* immunites : effets mentaux
* maladie : mal rouge : morsure - blessure ; jds vigueur dd 13 ; incubation 1d3 jours ; frequence 1/jour ; effet affaiblissement temporaire 1d6 force ; guerison 2 reussites consecutives. le dd du jet de sauvegarde depend de la constitution
* etreinte : une tique geante peut agripper des cibles de n'importe quelle taille et possede un bonus racial de +8 aux tests de lutte (au lieu du bonus de +4 dont beneficient la plupart des creatures possedant la capacite d'etreinte)";
"Titan de l'Élysée";"45";"16";"39";"21";"28";"24";"+15";"+21";"+21 ; +8 resistance contre les effets mentaux";"+7";"409 (21d10+294) ; regeneration 15 (mal)";"37, contact 5, pris au depourvu 34 (armure +9, dex +3, naturelle +23, taille -8)";"409 600";"18 m (12 c) (12 m (8 c) en armure)";"";;"maillet des titans, +33/+28/+23/+18 (6d8+28/17-20) ou 2 coups, +30 (2d8+17)";;"pietinement (2d8+25, dd 37)";"attaque en puissance, coup fabuleux, critique ralentissant, destruction d'arme superieure, don pour les critiques, frappe decisive, frappe decisive superieure, science de la bousculade, science de la destruction, science de la frappe decisive, science de l'initiative";"art de la magie +29, artisanat (un au choix) +29, bluff +31, connaissances (ingenierie) +26, connaissances (plans) +29, diplomatie +31, intimidation +31, perception +33, psychologie +33, representation (un au choix) +28, utilisation d'objets magiques +31";;"vision dans le noir 36 m (24 c), vision lucide ; perception +33";"abyssal, celeste, commun ; telepathie 90 m (60 c)";"terre ferme (elysee)";"standard (cuirasse +3, maillet des titans, autres tresors)";"solitaire, couple ou croisade (3-6)";"+21";"+46";"59";"* Source : Bestiaire 2, p.270
* Extérieur (Bien, Chaos, extraplanaire) de taille C, CB
* Constant - esprit impénétrable, marche dans les airs, vision lucide
* À volonté - annulation d'enchantement, communication à distance, dissipation suprême, divination, malédiction (DD 21)
* 3/jour - guérison suprême, scrutation suprême (DD 24), suggestion de groupe (DD 23)
* 1/jour - allié suprême d'outreplan, délivrance, nuée de météores (DD 26)";"* rm : 32
* rd : 15/mal
* espace : 9 m (6 c)
* pouvoirs magiques : (nls 20 ; concentration +27)
* immunites : effets de mort, maladie, vieillissement
* particularites : changement de forme (n'importe quel humanoide ; modification d'apparence)
* allonge : 9 m (6 c)";
"Titan thanatotique";"49";"10";"41";"27";"20";"24";"+15";"+22";"+20 ; +8 resistance contre les effets mentaux";"+4";"471 (23d10+345)";"38, contact 2, pris au depourvu 38 (armure +12, naturelle +24, taille -8)";"614 400";"18 m (12 c) (12 m (8 c) en armure)";"";;"hache d'armes impie +3, +37/+32/+27/+22 (6d6+22/19-20/×3) et griffe, +29 (2d8+9) ou 2 griffes, +34 (2d8+19)";"rocher, +15/+10/+5/+0 (2d6+19)";"deicide, lancer de rochers (30 m) (20 c), pietinement (2d8+28, dd 40)";"attaque en puissance, coup fabuleux, critique sanglant, don pour les critiques, frappe decisive, frappe decisive superieure, reflexes surhumains, science de la bousculade, science de la frappe decisive, science de l'initiative, science du critique (hache d'armes), volonte de fer";"art de la magie +34, artisanat (un au choix) +34, bluff +33, connaissances (histoire, mysteres et religion) +31, connaissances (plans) +34, diplomatie +33, discretion +5, equitation +18, intimidation +33, perception +31, psychologie +31, utilisation d'objets magiques +33";;"vision dans le noir 36 m (24 c), vision lucide ; perception +31";"abyssal, celeste, commun ; telepathie 90 m (60 c)";"tous (abysses)";"standard (harnois +3, hache d'armes impie +3, autres tresors)";"solitaire, couple ou patrouille guerriere (3-6)";"+23";"+50";"60";"* Source : Bestiaire 2, p.271
* Extérieur (Chaos, extraplanaire, Mal) de taille C, CM
* Constant - esprit impénétrable, marche dans les airs, renvoi des sorts, vision lucide
* À volonté - annulation d'enchantement, communication à distance, dissipation suprême, divination, malédiction (DD 21)
* 3/jour - désintégration (DD 23), guérison suprême, scrutation suprême (DD 24), suggestion de groupe (DD 23)
* 1/jour - allié suprême d'outreplan, emprisonnement (DD 26), nuée de météores (DD 26), résurrection suprême";"* particularites : changement de forme (n'importe quel humanoide, modification d'apparence)
* pouvoirs magiques : (nls 20 ; concentration +27)
* espace : 9 m (6 c)
* rm : 33
* rd : 15/loi et epique
* immunites : effets de mort, maladie, vieillissement
* deicide : quand un titan thanatotique blesse une creature capable de lancer des sorts divins, celle-ci doit reussir un jet de volonte de dd 28 sous peine de se retrouver secouee et incapable de lancer quelque sort divin que ce soit pendant 1d4 rounds. en cas de reussite, la creature est simplement secouee pendant 1 round. les attaques d'un titan thanatotique fonctionnent comme des armes epiques et d'alignement mauvais en ce qui concerne la rd. le dd du jet de sauvegarde depend du charisme
* allonge : 9 m (6 c)";
